Balance,Avg Rate (for Balance)
-0.0801713802500864,10.0
-0.08019538628809275,10.0
-0.08019835262122603,10.0
-0.06776460102814572,10.0
-0.06689038881901227,10.0
-0.06670383040660659,10.0
-0.0683697445789172,10.0
-0.06522676675017369,10.0
-0.0652373573506665,10.0
-0.06526716858173537,10.0
-0.06556445112661959,10.0
-0.06966002057664104,10.0
-0.07008928831194362,10.0
-0.07393356277205705,10.0
-0.07824955794476328,10.0
-0.07830188810065353,10.0
-0.07830337990526333,10.0
-0.07254154937432325,10.0
-0.07195412716720906,10.0
-0.07626393756949079,10.0
-0.0860637760791865,10.0
-0.0882878064118117,10.0
-0.08829012091084462,10.0
-0.08830523921571959,10.0
-0.08920909595624235,10.0
-0.09742787070447735,10.0
-0.09868055477728627,10.0
-0.09798233327216423,10.0
-0.08102102189213227,10.0
-0.0810286466389075,10.0
-0.08104513674037524,10.0
-0.07950656381292123,10.0
-0.08641804811819033,10.0
-0.07040636485143113,10.0
-0.07024805770284848,10.0
-0.07998367649650726,10.0
-0.079463374025102,10.0
-0.079460001010499,10.0
-0.07790796314586287,10.0
-0.07466352294760993,10.0
-0.07207825882684246,10.0
-0.06790260803902447,10.0
-0.07037873739301337,10.0
-0.07034748901072185,10.0
-0.070349961802538,10.0
-0.07004712947329299,10.0
-0.07506513848322141,10.0
-0.08348570713162604,10.0
-0.08875797325258657,10.0
-0.0891067795761929,10.0
-0.08913919992434996,10.0
-0.08914029672468618,10.0
-0.08027286737799114,10.0
-0.07941028233453136,10.0
-0.08032551083202608,10.0
-0.08335877445165786,10.0
-0.09085194210156192,10.0
-0.09086980865680325,10.0
-0.09086900135504775,10.0
0.1532966212943922,5.2631578947368425
0.15491801966648794,5.2631578947368425
0.1524375282633551,5.2631578947368425
0.15408929813222585,5.2631578947368425
0.1587471332222191,5.2631578947368425
0.15883526557581543,5.2631578947368425
0.15880587003238217,5.2631578947368425
0.15841358678521023,5.2631578947368425
0.157460909588234,5.2631578947368425
0.16393077122240773,5.2631578947368425
0.18256102878783126,5.555555555555555
-0.0552386707617923,10.0
-0.05529114794419738,10.0
-0.055431857472611305,10.0
0.18678189343933335,5.555555555555555
0.17867170028067395,5.2631578947368425
0.17148501101896774,5.2631578947368425
0.16396019381858273,5.2631578947368425
0.17235402230425517,5.555555555555555
0.17243372019512035,5.555555555555555
0.17241294060749576,5.555555555555555
0.17930726712223552,5.555555555555555
0.1736353142919065,5.555555555555555
0.17525007874957665,5.555555555555555
0.16967762487609742,5.2631578947368425
0.16532689901684441,5.2631578947368425
0.16534652115804963,5.2631578947368425
0.16526684381357062,5.2631578947368425
0.3889386664165552,4.761904761904762
0.39169346149177514,4.761904761904762
0.39381723681190645,4.761904761904762
0.37857872547603066,4.761904761904762
0.38184870885592515,4.761904761904762
0.38183760969813124,4.761904761904762
0.38183611238024123,4.761904761904762
0.38182101455326445,4.761904761904762
0.3735001125544645,4.545454545454546
0.3817910801808547,4.761904761904762
0.3764384805152077,4.761904761904762
0.3709699259496102,10.0
0.3712055101282329,10.0
0.37120409122904985,10.0
0.3696979433582998,10.0
-0.07540068204608527,9.090909090909092
-0.04832578281303194,9.090909090909092
-0.07769644758611435,10.0
-0.087434837522238,10.0
-0.08744276436937751,10.0
-0.08746748713382042,10.0
-0.08326827106222277,10.0
-0.08324337553691637,10.0
-0.07731391539697548,10.0
-0.0809283977732076,10.0
-0.09403645028924794,10.0
-0.09412581765187124,10.0
-0.09420689305807332,10.0
-0.09557265594770062,10.0
-0.09370974218608472,10.0
-0.0886375306965849,10.0
-0.09191989573969624,10.0
-0.08218648174449039,10.0
-0.08219337343045206,10.0
-0.08220531435656411,10.0
-0.08928309522130115,10.0
-0.0901341759151104,10.0
-0.08783722113312945,10.0
-0.09791967912226335,10.0
-0.0999946071215414,10.0
-0.09999793202335683,10.0
-0.1,10.0
-0.09025844016742239,10.0
-0.0988006854220243,10.0
-0.09507114966989964,10.0
-0.09532043131942962,10.0
-0.06274405899124579,10.0
-0.06205239111554544,10.0
-0.062053861911475425,10.0
-0.0907872988902626,10.0
-0.09102749247939632,10.0
-0.08905477206705306,10.0
-0.08827322787762266,10.0
-0.08865461565017542,10.0
-0.08865560691057484,10.0
-0.0886663684056344,10.0
-0.08874219239524646,10.0
-0.08013094854065486,10.0
-0.08454542250789492,10.0
-0.09269415602977549,10.0
-0.08666621384212299,10.0
-0.08692355635259603,10.0
-0.08693393590745922,10.0
-0.09247500450834928,10.0
-0.09093499862455977,10.0
-0.09183472828098617,10.0
-0.09094363050381772,10.0
-0.08678594153798477,10.0
-0.08688261101775495,10.0
-0.08688264604934332,10.0
-0.08870803183667114,10.0
-0.09001831802834648,10.0
-0.07817099782715267,10.0
-0.07228418539287668,10.0
-0.07034798861322289,10.0
-0.07037460332314573,10.0
-0.07039009094931159,10.0
-0.0700460658382484,10.0
-0.07568080587585274,10.0
-0.07450019270415327,10.0
-0.07116605268562724,10.0
-0.07034127807789901,10.0
-0.07029431047742582,10.0
-0.07030096916736865,10.0
-0.07173234504059914,10.0
-0.0738353940224901,10.0
-0.06887205815847365,10.0
-0.07182333774222019,10.0
-0.07939167523616754,10.0
-0.07938774799992038,10.0
-0.0792507873479999,10.0
-0.06663715332566508,10.0
-0.08023208360623309,10.0
-0.0735527161570713,10.0
-0.07054294871687376,10.0
-0.07604207654475811,10.0
-0.07613658512685376,10.0
-0.07613783412454532,10.0
-0.0689763136208372,10.0
-0.07166425691946739,10.0
-0.07133578528573764,10.0
-0.07473262847441749,10.0
-0.06939575276974298,10.0
-0.06942747508867482,10.0
-0.06942863864764402,10.0
-0.05277837970941475,10.0
-0.06956490871840429,10.0
-0.06095238504654192,10.0
-0.07084096757574937,10.0
-0.06829897448663635,10.0
-0.06837976554797623,10.0
-0.06839060640345228,10.0
-0.056042802038680097,10.0
-0.0563096271686513,10.0
-0.05887629627917876,10.0
-0.05926739828036746,10.0
-0.0644089319411947,10.0
-0.06452712019907482,10.0
-0.06459894224920412,10.0
-0.06933077852191895,10.0
-0.06086095249815953,10.0
-0.06706519959543351,10.0
-0.06965925017277066,10.0
-0.07823465818494892,10.0
-0.07835771591922264,10.0
-0.07839374133629214,10.0
-0.07103980075879791,10.0
-0.06820589045397987,10.0
-0.0741826263730641,10.0
-0.0752165912888992,10.0
-0.06288240452095821,10.0
-0.06275740439982655,10.0
-0.06276038193074027,10.0
-0.04638405498047273,10.0
-0.05019316080781877,10.0
-0.04778757279634499,10.0
-0.055836798834625584,10.0
-0.06488587792510112,10.0
-0.06489049433850544,10.0
-0.06492640255556399,10.0
-0.06499188854537885,10.0
-0.05996467054244973,10.0
-0.06300208273427339,10.0
-0.0602194758653081,10.0
-0.06471735417161938,10.0
-0.0647374292579071,10.0
-0.06473808153717915,10.0
-0.05489546409889907,10.0
-0.053736605629188465,10.0
-0.04564363496505286,10.0
-0.03804007425343894,10.0
-0.026890269960223097,10.0
-0.026894091759265323,10.0
-0.026899101310646493,10.0
-0.05060548842443118,10.0
-0.042531902761960734,10.0
-0.04028183188817339,10.0
-0.03714399156343073,10.0
-0.035437992761516476,11.11111111111111
-0.035641850409198164,11.11111111111111
-0.03567086224887016,11.11111111111111
-0.03696023050725428,11.11111111111111
-0.03272635057623081,11.11111111111111
-0.03909212884114686,11.11111111111111
-0.04484168228997562,11.11111111111111
-0.04472910213394891,10.0
-0.04478814234574734,10.0
-0.04479497436157926,10.0
-0.042247090983121176,11.11111111111111
-0.045375789193350016,11.11111111111111
-0.04493903534801272,11.11111111111111
-0.03762011776365209,10.0
-0.04269190329232322,10.0
-0.042693234526925306,10.0
-0.042694494362835574,10.0
-0.038533143346112644,10.0
-0.02563675206369855,10.0
-0.024749353646232947,10.0
-0.020167620315870386,10.0
-0.015443313043771357,10.0
-0.015571339288019936,10.0
-0.015595449444838066,10.0
