Balance,Avg Rate (for Balance),Day,Mouth,Year,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Winter,Spring,Summer,Autumn,Exchange Rate
0.019512046624920194,0.16977928692699493,1,1,2010,0,0,0,0,1,0,0,1,0,0,0,0
0.004455978309177598,0.17006802721088435,2,1,2010,0,0,0,0,0,1,0,1,0,0,0,0
-0.04302771995822197,0.1694915254237288,3,1,2010,0,0,0,0,0,0,1,1,0,0,0,0
-0.03248248536696281,0.16977928692699493,4,1,2010,1,0,0,0,0,0,0,1,0,0,0,0
-0.03603731567877421,0.16835016835016833,5,1,2010,0,1,0,0,0,0,0,1,0,0,0,0
-0.04032388081805284,0.16891891891891891,6,1,2010,0,0,1,0,0,0,0,1,0,0,0,0
-0.04348648255948724,0.16891891891891891,7,1,2010,0,0,0,1,0,0,0,1,0,0,0,0
-0.0011915200744008166,0.16835016835016833,8,1,2010,0,0,0,0,1,0,0,1,0,0,0,0
-0.014426655398750704,0.16863406408094436,9,1,2010,0,0,0,0,0,1,0,1,0,0,0,0
-0.04943304812413479,0.1692047377326565,10,1,2010,0,0,0,0,0,0,1,1,0,0,0,0
-0.052025392830499465,0.17006802721088435,11,1,2010,1,0,0,0,0,0,0,1,0,0,0,0
-0.03870642702766288,0.1706484641638225,12,1,2010,0,1,0,0,0,0,0,1,0,0,0,0
-0.052034373934747385,0.1706484641638225,13,1,2010,0,0,1,0,0,0,0,1,0,0,0,0
-0.04399406882336015,0.17094017094017094,14,1,2010,0,0,0,1,0,0,0,1,0,0,0,0
-0.02052352084575181,0.1718213058419244,15,1,2010,0,0,0,0,1,0,0,1,0,0,0,0
-0.039449272573589565,0.17211703958691912,16,1,2010,0,0,0,0,0,1,0,1,0,0,0,0
-0.07283966869402975,0.17271157167530224,17,1,2010,0,0,0,0,0,0,1,1,0,0,0,0
-0.046149576927568416,0.1724137931034483,18,1,2010,1,0,0,0,0,0,0,1,0,0,0,0
-0.024527140681101466,0.17301038062283736,19,1,2010,0,1,0,0,0,0,0,1,0,0,0,0
-0.05930427776950453,0.1718213058419244,20,1,2010,0,0,1,0,0,0,0,1,0,0,0,0
-0.04843088409244448,0.1718213058419244,21,1,2010,0,0,0,1,0,0,0,1,0,0,0,0
-0.0435026280306192,0.17301038062283736,22,1,2010,0,0,0,0,1,0,0,1,0,0,0,0
-0.06427281236562443,0.1733102253032929,23,1,2010,0,0,0,0,0,1,0,1,0,0,0,0
-0.07927353379295482,0.1733102253032929,24,1,2010,0,0,0,0,0,0,1,1,0,0,0,0
-0.10000000000000005,0.17482517482517484,25,1,2010,1,0,0,0,0,0,0,1,0,0,0,0
-0.09089210830821087,0.1733102253032929,26,1,2010,0,1,0,0,0,0,0,1,0,0,0,0
-0.08707756815812075,0.17452006980802792,27,1,2010,0,0,1,0,0,0,0,1,0,0,0,0
-0.07874564387336187,0.17421602787456444,28,1,2010,0,0,0,1,0,0,0,1,0,0,0,0
-0.011651543425743578,0.1736111111111111,29,1,2010,0,0,0,0,1,0,0,1,0,0,0,0
-0.02262016553095316,0.17391304347826086,30,1,2010,0,0,0,0,0,1,0,1,0,0,0,0
-0.04000355596333626,0.17391304347826086,31,1,2010,0,0,0,0,0,0,1,1,0,0,0,0
0.0022417504015639906,0.17271157167530224,1,2,2010,1,0,0,0,0,0,0,1,0,0,0,0
-0.011072122176533816,0.17301038062283736,2,2,2010,0,1,0,0,0,0,0,1,0,0,0,0
-0.015252297390830189,0.1733102253032929,3,2,2010,0,0,1,0,0,0,0,1,0,0,0,0
0.005835219978156064,0.1736111111111111,4,2,2010,0,0,0,1,0,0,0,1,0,0,0,0
0.018777314847588402,0.17391304347826086,5,2,2010,0,0,0,0,1,0,0,1,0,0,0,0
0.012869224928518084,0.17421602787456444,6,2,2010,0,0,0,0,0,1,0,1,0,0,0,0
-0.0071392622611581875,0.17452006980802792,7,2,2010,0,0,0,0,0,0,1,1,0,0,0,0
0.016415657318007947,0.17482517482517484,8,2,2010,1,0,0,0,0,0,0,1,0,0,0,0
0.023273954734387113,0.17452006980802792,9,2,2010,0,1,0,0,0,0,0,1,0,0,0,0
0.027147663486638794,0.17391304347826086,10,2,2010,0,0,1,0,0,0,0,1,0,0,0,0
0.03191046719428356,0.1736111111111111,11,2,2010,0,0,0,1,0,0,0,1,0,0,0,0
0.0438080698979269,0.17391304347826086,12,2,2010,0,0,0,0,1,0,0,1,0,0,0,0
0.03989487967797168,0.17452006980802792,13,2,2010,0,0,0,0,0,1,0,1,0,0,0,0
0.010671057348501156,0.17482517482517484,14,2,2010,0,0,0,0,0,0,1,1,0,0,0,0
0.04298427234050618,0.17482517482517484,15,2,2010,1,0,0,0,0,0,0,1,0,0,0,0
0.03851596114409745,0.17543859649122806,16,2,2010,0,1,0,0,0,0,0,1,0,0,0,0
0.054812443055580376,0.17543859649122806,17,2,2010,0,0,1,0,0,0,0,1,0,0,0,0
0.06413555914004339,0.17543859649122806,18,2,2010,0,0,0,1,0,0,0,1,0,0,0,0
0.0939504017302299,0.17574692442882248,19,2,2010,0,0,0,0,1,0,0,1,0,0,0,0
